price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age
8999,dodge,nitrosxt,good,6 cylinders,gas,114000.0,clean,automatic,1D4PT5GKXAW138642,rwd,SUV,orange,11.0
24990,chrysler,300touringlsedan4d,good,6 cylinders,gas,12702.0,clean,other,2C3CCAAG0JH121229,rwd,sedan,black,3.0
33990,gmc,sierra1500crewcabslt,good,8 cylinders,other,34413.0,clean,other,3GTP2WE76DG226983,4wd,pickup,red,8.0
12499,nissan,murano,excellent,6 cylinders,gas,130788.0,clean,automatic,JN8AZ1MW2EW500801,4wd,SUV,white,7.0
6900,gmc,terrain,excellent,6 cylinders,gas,101000.0,clean,automatic,2CTFLJEY5A6260462,4wd,SUV,black,11.0
39950,ford,f25,excellent,8 cylinders,diesel,115592.0,clean,automatic,1FT7W2BT7BEB12929,4wd,truck,white,10.0
18990,infiniti,gg37sportcoupe2d,good,6 cylinders,gas,65693.0,clean,manual,JN1CV6EK7BM214039,rwd,coupe,black,10.0
25990,ford,mustanggtpremium,good,8 cylinders,gas,24122.0,clean,other,1ZVBP8FFXB5151039,rwd,other,blue,10.0
24990,cadillac,xt5sportutility4d,good,6 cylinders,gas,35520.0,clean,other,1GYKNARS7HZ261549,fwd,other,black,4.0
14999,dodge,charger,good,8 cylinders,gas,112124.0,clean,automatic,2C3CDXKT5GH271129,4wd,sedan,blue,5.0
6500,nissan,altimacoupe35se,excellent,6 cylinders,gas,112380.0,clean,automatic,1N4BL24E98C129095,fwd,coupe,grey,13.0
4995,honda,pilot,good,6 cylinders,gas,255520.0,clean,automatic,2HKYF18574H547248,4wd,wagon,custom,17.0
11995,toyota,tundra,excellent,8 cylinders,gas,197953.0,clean,automatic,5TBDT44105S476846,4wd,pickup,grey,16.0
34990,jeep,grandcherokeetrailhawk,good,6 cylinders,gas,37509.0,clean,other,1C4RJFLG1JC138453,4wd,other,black,3.0
13999,lexus,rx350awd,excellent,6 cylinders,gas,113126.0,clean,automatic,2T2HK31U28C076400,4wd,SUV,grey,13.0
8000,subaru,forester,good,4 cylinders,gas,130014.0,clean,automatic,JF2SH6CC3AH911857,4wd,SUV,green,11.0
8250,gmc,savanag3500,good,8 cylinders,gas,196000.0,clean,automatic,1GT2GUBG2A1117502,rwd,van,white,11.0
23990,chrysler,300touringsedan4d,good,6 cylinders,gas,16140.0,clean,other,2C3CCAAG4JH121248,rwd,sedan,silver,3.0
8850,volkswagen,gti,good,6 cylinders,gas,154023.0,clean,other,WVWED7AJ4CW082987,fwd,hatchback,black,9.0
29990,chevrolet,coloradocrewcabwork,good,6 cylinders,gas,11401.0,clean,other,1GCGTBEN7J1162712,4wd,pickup,red,3.0
11995,audi,q5,good,4 cylinders,gas,128682.0,clean,automatic,WA1LFAFP6CA014418,4wd,SUV,silver,9.0
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0
33590,jeep,wranglerunlimitedwillys,good,6 cylinders,gas,26972.0,clean,other,1C4BJWDG4HL710559,4wd,other,black,4.0
23495,ford,f150xlt4x4,like new,8 cylinders,gas,146795.0,clean,automatic,1FTFX1EF5FFC24427,4wd,truck,black,6.0
3995,hyundai,tucson,excellent,6 cylinders,gas,160083.0,clean,automatic,KM8JN12D85U042715,fwd,SUV,white,16.0
38567,ford,f150,excellent,6 cylinders,gas,67100.0,clean,automatic,1FTEW1EG0JFA12504,4wd,truck,white,3.0
24990,ford,econolinecargovan,good,8 cylinders,gas,139567.0,clean,automatic,1FTSE34L08DA81845,rwd,truck,white,13.0
8195,honda,accordexl,excellent,4 cylinders,gas,165000.0,clean,automatic,1HGCP2F80CA183840,fwd,sedan,silver,9.0
8900,chevrolet,malibult,excellent,4 cylinders,gas,65720.0,clean,automatic,1G1ZC5E03CF295755,fwd,sedan,brown,9.0
11995,toyota,sequoia,good,8 cylinders,gas,219502.0,clean,automatic,5TDBY68A18S019716,4wd,SUV,green,13.0
35900,rover,sport,excellent,6 cylinders,gas,65918.0,clean,automatic,SALWG2VF2FA541335,4wd,SUV,black,6.0
1500,chrysler,200,good,6 cylinders,gas,135850.0,clean,automatic,1C3BC1FG2BN584163,fwd,sedan,black,10.0
26590,nissan,frontiercrewcabsv,good,6 cylinders,gas,40176.0,clean,other,1N6DD0ER0JN748682,fwd,pickup,silver,3.0
17989,ford,econolinecargovan,good,6 cylinders,gas,116720.0,clean,automatic,1FTNE1EW9DDA16397,rwd,van,white,8.0
54900,ram,35004x4cummins,excellent,6 cylinders,diesel,55822.0,clean,automatic,3C7WR9CL5KG517631,4wd,pickup,black,2.0
29999,ram,1500,excellent,8 cylinders,gas,42156.0,clean,automatic,1C6RR7LT5HS845106,4wd,truck,blue,4.0
5500,honda,civic,good,4 cylinders,gas,136000.0,clean,manual,1HGEM21135L016309,fwd,coupe,blue,18.0
19500,jeep,wranglersahara,good,6 cylinders,gas,164953.0,clean,automatic,1J4BA5H13AL220145,4wd,wagon,red,11.0
2000,chevrolet,impalalt,excellent,6 cylinders,gas,91474.0,clean,automatic,2G1WB5E38G1103663,fwd,sedan,white,5.0
13495,honda,crvexawd,like new,4 cylinders,gas,119135.0,clean,automatic,2HKRM4H52EH610883,4wd,SUV,grey,7.0
51900,chevrolet,silverado1500custom,good,8 cylinders,gas,6591.0,clean,other,1GCPYCEFXMZ157588,4wd,pickup,white,0.0
8490,nissan,maxima,like new,4 cylinders,gas,143820.0,clean,automatic,1N4AA5APXEC497371,fwd,sedan,red,7.0
14950,chevrolet,silverado1500,good,8 cylinders,gas,204376.0,clean,automatic,3GCPKSE35BG187466,4wd,truck,blue,10.0
31990,gmc,sierra1500doublecab,good,6 cylinders,gas,31496.0,clean,automatic,1GTV2LEH1HZ162632,4wd,pickup,black,4.0
17278,nissan,altima,excellent,4 cylinders,gas,64977.0,clean,automatic,1N4AL3AP4JC235483,fwd,sedan,silver,3.0
35990,dodge,challengerrtcoupe2d,good,8 cylinders,gas,1548.0,clean,other,2C3CDZBT9LH119053,rwd,coupe,black,1.0
4200,mitsubishi,outlander,good,6 cylinders,gas,150000.0,clean,automatic,JA4MS31X37U014142,fwd,SUV,silver,14.0
25426,jeep,cherokee,excellent,6 cylinders,gas,27191.0,clean,automatic,1C4PJMDX9KD444743,4wd,SUV,silver,2.0
20500,nissan,frontiersv,excellent,6 cylinders,gas,46974.0,clean,automatic,1N6AD0ERXFN727588,rwd,pickup,white,6.0
32990,infiniti,q6030tsportcoupe2d,good,6 cylinders,gas,21818.0,clean,other,JN1EV7EK6HM362853,rwd,coupe,blue,4.0
19900,dodge,challengerrtplus,excellent,8 cylinders,gas,90759.0,clean,manual,2C3CDYBTXDH736702,rwd,coupe,orange,8.0
7900,toyota,highlander,good,6 cylinders,gas,190524.0,clean,automatic,JTEDS41A592079835,fwd,SUV,custom,12.0
8500,hyundai,elantra,excellent,4 cylinders,gas,87612.0,clean,automatic,5NPDH4AE3CH118756,fwd,sedan,silver,9.0
8900,honda,civicsdn,excellent,4 cylinders,gas,103255.0,clean,automatic,19XFB2F56DE034637,fwd,sedan,brown,8.0
18995,mercedes-benz,eclass,excellent,6 cylinders,gas,98167.0,clean,automatic,WDDHF8JB9FB114002,4wd,sedan,grey,6.0
6988,ford,f150,fair,6 cylinders,gas,162657.0,clean,automatic,1FTRF12276NB08864,rwd,truck,blue,15.0
18995,chevrolet,silveradoltz,good,8 cylinders,gas,152607.0,clean,automatic,3GCPKTE76CG241061,4wd,truck,red,9.0
3700,chrysler,200,excellent,4 cylinders,gas,161000.0,clean,automatic,1C3CCBBBXDN614744,fwd,sedan,grey,8.0
8495,ford,explorer,excellent,6 cylinders,gas,55475.0,clean,automatic,1FMEU73E28UB22868,4wd,SUV,black,13.0
17995,chevrolet,silverado1500,excellent,8 cylinders,gas,151701.0,clean,automatic,3GCPKSE7XDG270977,4wd,truck,black,8.0
39590,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,1419.0,clean,other,1FA6P8CF5L5136223,rwd,coupe,white,1.0
41990,acura,mdxtechnologypkgsport,good,6 cylinders,gas,5722.0,clean,other,5J8YD3H5XLL010676,fwd,SUV,black,1.0
13443,dodge,chargerse,good,6 cylinders,gas,142341.0,clean,automatic,2C3CDXBG5FH759661,rwd,sedan,silver,6.0
28990,ford,edge,excellent,6 cylinders,gas,32371.0,clean,automatic,2FMPK4AP4HBC41822,4wd,SUV,black,4.0
18900,nissan,frontier,excellent,4 cylinders,gas,67888.0,clean,automatic,1N6BD0CT3HN722870,rwd,truck,white,4.0
22590,kia,k900luxurysedan4d,good,8 cylinders,gas,47036.0,clean,automatic,KNALU4D42F6027127,rwd,sedan,white,6.0
3950,mercedes-benz,benzr3504matix,good,6 cylinders,gas,190380.0,clean,automatic,4JGCB65E67A045118,4wd,mini-van,black,14.0
11987,lexus,ct200hfsport,excellent,4 cylinders,gas,117000.0,clean,automatic,JTHKD5BH4C2055247,fwd,hatchback,white,9.0
11200,hyundai,santafeawd,good,6 cylinders,gas,88000.0,clean,automatic,5XYZKDAG8CG161330,4wd,SUV,black,9.0
27500,volkswagen,golfr,excellent,4 cylinders,gas,50000.0,clean,manual,WVWUF7AU8GW112708,4wd,hatchback,black,5.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0
18288,nissan,sentras,good,4 cylinders,gas,11740.0,clean,automatic,3N1AB7AP5KY272896,fwd,sedan,silver,2.0
39590,chevrolet,silverado1500ld,good,8 cylinders,gas,23488.0,clean,other,2GCVKPEC2K1203961,4wd,pickup,black,2.0
17500,jeep,wranglerunlimited,good,6 cylinders,gas,170453.0,clean,automatic,1J4GA39119L743779,4wd,SUV,silver,12.0
29995,bmw,x1,like new,4 cylinders,gas,13628.0,clean,automatic,WBXHT3C33J5K24906,4wd,SUV,black,3.0
37990,toyota,tacomadoublecabtrd,good,6 cylinders,gas,36405.0,clean,other,3TMCZ5AN5JM148072,4wd,pickup,white,3.0
13200,ford,escape,excellent,4 cylinders,gas,50958.0,clean,automatic,1FMCU0F71GUC52599,fwd,SUV,red,5.0
6073,lincoln,towncar,excellent,8 cylinders,gas,157740.0,clean,automatic,1LNHM81WX4Y662244,rwd,sedan,green,17.0
22600,ford,f150xlt4x4,excellent,6 cylinders,gas,98549.0,clean,automatic,1FTFW1ET0CFA65546,4wd,pickup,silver,9.0
26995,ram,3500,excellent,6 cylinders,gas,155426.0,clean,manual,3C7WRTCL1FG547308,4wd,pickup,white,6.0
19590,chrysler,300300csedan4d,good,6 cylinders,gas,71508.0,clean,other,2C3CCAEG3FH786658,rwd,sedan,white,6.0
5995,nissan,xterra,excellent,6 cylinders,gas,141697.0,clean,automatic,5N1AN08WX6C500782,4wd,SUV,yellow,15.0
14995,cadillac,ats,good,4 cylinders,gas,90254.0,clean,automatic,1G6AB5RA4E0149951,rwd,sedan,black,7.0
1500,chevrolet,malibu,excellent,4 cylinders,gas,141000.0,clean,automatic,1G1ZC5E13BF361065,fwd,sedan,grey,10.0
30990,nissan,frontiercrewcabpro4x,good,6 cylinders,gas,31095.0,clean,other,1N6DD0EV9HN769618,4wd,pickup,white,4.0
49950,ford,f350superdutylariat,excellent,8 cylinders,diesel,124119.0,clean,automatic,1FT8W3DT2FED52614,4wd,truck,white,6.0
10995,dodge,grandcaravan,good,6 cylinders,gas,108021.0,clean,automatic,2C4RDGCG2GR370783,fwd,van,white,5.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0
8995,chevrolet,tahoelt,excellent,8 cylinders,gas,195477.0,clean,automatic,1GNFC13J77R111511,rwd,SUV,red,14.0
35590,dodge,challengersrt8coupe2d,good,8 cylinders,gas,16796.0,clean,other,2B3CJ7DJ7BH589702,rwd,coupe,green,10.0
28900,jeep,wranglerunlimited,new,6 cylinders,gas,46000.0,clean,automatic,1C4BJWDG8HL608116,4wd,SUV,black,4.0
24900,jeep,wranglerx,like new,6 cylinders,gas,25759.0,clean,manual,1J4FA39SX6P736158,4wd,offroad,red,15.0
15777,toyota,rav4,excellent,4 cylinders,gas,97541.0,clean,automatic,2T3RFREV3DW088199,4wd,SUV,red,8.0
54999,ford,f250superdutylariat4x4,excellent,8 cylinders,diesel,72843.0,clean,automatic,1FT7W2BT1GEA03826,4wd,truck,silver,5.0
39990,ford,mustanggtcoupe2d,good,8 cylinders,gas,549.0,clean,other,1FA6P8CFXL5174241,rwd,coupe,blue,1.0
15900,jeep,wrangler,excellent,6 cylinders,gas,85500.0,clean,manual,1J4FA39S95P325588,4wd,truck,black,16.0
9000,honda,civicexsedan4d,excellent,4 cylinders,gas,108305.0,clean,automatic,19XFB2F84CE002603,fwd,sedan,silver,9.0
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0
18999,ford,f150,like new,6 cylinders,gas,164142.0,clean,automatic,1FTEX1C88FKE43776,rwd,truck,white,6.0
33590,mercedes-benz,eclasse400,good,6 cylinders,gas,23623.0,clean,other,WDDKK6FF0FF307424,rwd,convertible,white,6.0
19900,buick,enclave,good,6 cylinders,gas,96309.0,clean,automatic,5GAKVCKD6GJ177752,4wd,SUV,white,5.0
10725,subaru,legacy,excellent,4 cylinders,gas,70000.0,clean,automatic,4S3BMCC69E3033065,fwd,sedan,red,7.0
39995,chevrolet,silverado3500hd4x4,like new,8 cylinders,gas,42522.0,clean,automatic,1GB4KYCG5HF134082,4wd,truck,white,4.0
39990,ford,mustanggtcoupe2d,good,8 cylinders,gas,549.0,clean,other,1FA6P8CFXL5174241,rwd,coupe,blue,1.0
12997,chevrolet,equinox,good,4 cylinders,gas,92354.0,clean,automatic,2GNFLFEK4F6278437,4wd,SUV,blue,6.0
35590,ram,1500crewcabbighorn,good,8 cylinders,gas,22401.0,clean,other,1C6RR7LT4HS667558,4wd,pickup,blue,4.0
12999,infiniti,g37,excellent,6 cylinders,gas,95710.0,clean,automatic,JN1CV6AP6BM303909,rwd,sedan,silver,10.0
7950,ford,fusionsel,excellent,4 cylinders,gas,79000.0,rebuilt,automatic,3FAHP0JA4CR247280,fwd,sedan,white,9.0
9500,ford,f45012stakebed,excellent,8 cylinders,diesel,117822.0,clean,automatic,1FDXW46PX5EB02453,rwd,truck,white,16.0
6499,volkswagen,jettas,excellent,5 cylinders,gas,116033.0,clean,automatic,3VWJX7AJ0AM027758,fwd,sedan,black,11.0
2500,nissan,altima,good,4 cylinders,gas,215000.0,clean,automatic,1N4AL2AP6AC132611,fwd,sedan,black,11.0
10000,bmw,x3,good,6 cylinders,gas,105000.0,clean,automatic,5UXWX5C54BL708083,4wd,SUV,blue,10.0
5800,chevrolet,aveoaveolt,excellent,4 cylinders,gas,90703.0,clean,automatic,KL1TD6DE3BB138043,fwd,hatchback,black,10.0
18999,ford,f150,excellent,6 cylinders,gas,101512.0,clean,automatic,1FTFW1CT1CKD47642,rwd,pickup,grey,9.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0
17500,ford,flexsel,excellent,6 cylinders,gas,80455.0,clean,automatic,2FMGK5C86EBD40987,fwd,SUV,white,7.0
6995,chevrolet,sonicltfwd,excellent,4 cylinders,gas,79550.0,clean,automatic,1G1JC6SH7D4168906,fwd,hatchback,grey,8.0
5990,pontiac,g6,good,6 cylinders,gas,138877.0,clean,automatic,1G2ZH58NX74256313,fwd,sedan,silver,14.0
8450,toyota,siennale,good,6 cylinders,gas,189744.0,clean,automatic,5TDKK3DC1BS152362,fwd,van,silver,10.0
12400,ford,fiestase,like new,4 cylinders,gas,27674.0,clean,automatic,3FADP4BJ0HM168522,fwd,sedan,silver,4.0
20995,jeep,compasslatitude4x4,good,4 cylinders,gas,14822.0,clean,automatic,3C4NJDBB4HT628781,4wd,SUV,red,4.0
38590,chevrolet,corvettegrandsport,good,8 cylinders,gas,30237.0,clean,other,1G1YR3DW3B5102190,rwd,other,red,10.0
39590,toyota,4runnersr5sportutility,good,6 cylinders,gas,3110.0,clean,other,JTEBU5JR2L5746055,4wd,SUV,white,1.0
39590,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,1419.0,clean,other,1FA6P8CF5L5136223,rwd,coupe,white,1.0
4995,bmw,3series,excellent,6 cylinders,gas,133568.0,clean,automatic,WBAVA37518NL44941,rwd,sedan,grey,13.0
32990,chevrolet,sssedan4d,good,8 cylinders,gas,84498.0,clean,automatic,6G3F15RW8FL107349,rwd,sedan,green,6.0
15995,kia,sorentolx2wd,excellent,6 cylinders,gas,73985.0,clean,automatic,5XYPG4A53GG032876,fwd,SUV,white,5.0
24590,chevrolet,coloradoextendedcab,good,6 cylinders,gas,100851.0,clean,other,1GCHTDE3XG1220609,4wd,pickup,red,5.0
16990,lexus,is250sportsedan4d,good,6 cylinders,gas,66811.0,clean,other,JTHBF5C26A5111057,rwd,sedan,blue,11.0
11300,toyota,4runnersr5,excellent,6 cylinders,gas,176000.0,clean,automatic,JT3HN86R310342850,4wd,SUV,grey,20.0
7995,hyundai,veloster,excellent,4 cylinders,gas,111414.0,clean,automatic,KMHTC6ADXCU028664,fwd,coupe,blue,9.0
13997,mercedes-benz,eclass,excellent,8 cylinders,gas,127554.0,clean,automatic,WDDHF9AB6BA312137,4wd,sedan,black,10.0
34990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,1112.0,clean,other,5TFLU4EN2EX098976,4wd,pickup,white,7.0
26990,acura,rdxtechnologyand,good,6 cylinders,gas,30386.0,clean,other,5J8TB3H59JL009998,fwd,other,silver,3.0
34550,jeep,grandcherokee,excellent,8 cylinders,gas,61689.0,clean,automatic,1C4RJFCT6HC678209,4wd,SUV,black,4.0
11490,chevrolet,tahoe,excellent,8 cylinders,gas,173498.0,clean,automatic,1GNFK33039R216717,4wd,SUV,black,12.0
13999,ram,1500,excellent,8 cylinders,gas,166404.0,clean,automatic,1D7RV1GT6BS649555,fwd,truck,white,10.0
12990,ram,1500,excellent,8 cylinders,gas,122138.0,clean,automatic,1D7HA18217S122088,rwd,pickup,black,14.0
34990,jeep,grandcherokeetrailhawk,good,6 cylinders,gas,37509.0,clean,other,1C4RJFLG1JC138453,4wd,other,black,3.0
34590,chevrolet,silverado1500double,good,6 cylinders,gas,29499.0,clean,other,1GCVKREH6GZ228691,4wd,pickup,silver,5.0
36990,gmc,sierra2500hddoublecab,good,8 cylinders,gas,23190.0,clean,other,1GT22REG1GZ401351,4wd,pickup,black,5.0
25000,ford,fusionse,like new,4 cylinders,gas,3701.0,clean,automatic,3FA6P0H78LR155610,fwd,sedan,white,1.0
24950,ram,2500quadcab,excellent,6 cylinders,diesel,223370.0,clean,automatic,3D7KS28C05G732442,4wd,truck,white,16.0
6995,chevrolet,suburban,excellent,8 cylinders,gas,213059.0,clean,automatic,3GNEC16T01G194506,rwd,SUV,silver,20.0
39590,mercedes-benz,eclasse400,good,6 cylinders,gas,34803.0,clean,automatic,WDD1J6FBXJF018412,rwd,coupe,black,3.0
32990,jeep,wranglerunlimitedsport,good,6 cylinders,gas,30041.0,clean,other,1C4BJWDG5HL705371,4wd,other,silver,4.0
39990,nissan,370znismocoupe2d,good,6 cylinders,gas,8373.0,clean,other,JN1AZ4EH8KM420880,rwd,coupe,white,2.0
4700,subaru,imprezawagonoutbacksportnewheadgasketstimingbelt,excellent,4 cylinders,gas,214393.0,clean,automatic,JF1GG68636H807652,4wd,wagon,blue,15.0
34900,gmc,t7500,like new,6 cylinders,diesel,62379.0,clean,automatic,1GDM7F1335F515762,rwd,truck,white,16.0
9999,nissan,sentra,excellent,4 cylinders,gas,67368.0,clean,automatic,3N1AB7AP6FY357980,fwd,sedan,red,6.0
4500,jeep,grandcherokee,excellent,6 cylinders,gas,189973.0,clean,automatic,1J4GW48S41C633136,4wd,SUV,blue,20.0
26995,kia,sportageex,excellent,4 cylinders,gas,6837.0,clean,automatic,KNDPNCAC1L7806760,4wd,SUV,blue,1.0
39990,dodge,challengerrtscatpack,good,8 cylinders,gas,4029.0,clean,other,2C3CDZFJ3GH290511,rwd,coupe,black,5.0
8990,toyota,camryle4drsedan,like new,4 cylinders,gas,140000.0,clean,automatic,4T1BF1FK4DU211072,fwd,sedan,silver,8.0
8495,ford,expedition,good,8 cylinders,gas,108779.0,clean,automatic,1FMFU16538LA65051,4wd,other,blue,13.0
14995,chevrolet,silverado1500,good,8 cylinders,gas,140800.0,clean,automatic,1GCRKSE75DZ229746,4wd,pickup,grey,8.0
9995,chevrolet,equinox,excellent,6 cylinders,gas,171708.0,clean,automatic,2CNALDEC2B6252103,fwd,SUV,black,10.0
19995,ford,f150fx44x4,like new,6 cylinders,gas,104098.0,clean,automatic,1FTFW1ET8CFC30811,4wd,truck,white,9.0
39590,jeep,wranglerunlimitedallnew,good,6 cylinders,gas,21893.0,clean,other,1C4HJXEGXJW175675,4wd,SUV,silver,3.0
17495,lincoln,mkx,excellent,6 cylinders,gas,51384.0,clean,automatic,2LMDJ6JK3EBL08142,fwd,SUV,silver,7.0
16995,acura,mdx,excellent,6 cylinders,gas,89430.0,clean,automatic,2HNYD2H54BH518771,4wd,SUV,custom,10.0
18950,chevrolet,traverse,good,6 cylinders,gas,106158.0,clean,automatic,1GNKRGKD2HJ163740,fwd,wagon,white,4.0
5999,dodge,stratussxt,excellent,4 cylinders,gas,34748.0,clean,automatic,1B3EL46X05N508201,fwd,sedan,white,16.0
41990,lexus,is350fsportsedan4d,good,6 cylinders,gas,8104.0,clean,other,JTHGZ1B23L5035873,rwd,sedan,white,1.0
11250,hyundai,sonotasport,excellent,4 cylinders,gas,95427.0,clean,automatic,5NPE34AF5GH353967,fwd,sedan,white,5.0
45990,chevrolet,corvettestingrayz51,good,8 cylinders,gas,19666.0,clean,other,1G1YG3D78E5125905,rwd,convertible,yellow,7.0
17995,gmc,yukonxl,excellent,8 cylinders,gas,147034.0,clean,automatic,1GKS2KE73CR174220,4wd,SUV,black,9.0
31990,ram,1500quadcabharvestpickup,good,6 cylinders,gas,27426.0,clean,other,1C6RR7GG8JS247420,4wd,pickup,white,3.0
31990,gmc,sierra1500doublecab,good,6 cylinders,gas,31496.0,clean,automatic,1GTV2LEH1HZ162632,4wd,pickup,black,4.0
29990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,43182.0,clean,other,3TMLU4EN4CM085701,4wd,pickup,white,9.0
33990,gmc,sierra1500doublecabsle,good,6 cylinders,gas,24299.0,clean,other,1GTV2MEHXJZ346690,4wd,pickup,white,3.0
30590,jeep,wranglerrubiconsport,good,6 cylinders,gas,59322.0,clean,other,1C4BJWCGXGL165497,4wd,SUV,black,5.0
4998,buick,rendezvous,excellent,6 cylinders,gas,164000.0,clean,automatic,3G5DA03L66S567925,fwd,SUV,red,15.0
4900,chrysler,aspenlimited,fair,8 cylinders,hybrid,163000.0,clean,automatic,1A8JW18T29F705683,4wd,SUV,silver,12.0
29950,jeep,wrangler,excellent,4 cylinders,gas,27111.0,clean,automatic,1C4GJXAN6LW204978,4wd,SUV,red,1.0
39700,ford,f150xlt4x4,like new,6 cylinders,gas,31220.0,clean,automatic,1FTEW1EP5HFA09219,4wd,pickup,red,4.0
39788,ford,superdutyf250srw,good,8 cylinders,gas,58566.0,clean,automatic,1FD7X2A66KEC36498,rwd,truck,white,2.0
39590,toyota,4runnerlimitedsport,good,6 cylinders,gas,34199.0,clean,other,JTEBU5JR6J5526981,4wd,other,red,3.0
5495,toyota,rav4,excellent,4 cylinders,gas,165274.0,clean,automatic,JTMZD33V866011435,fwd,SUV,white,15.0
5490,kia,soul,excellent,4 cylinders,gas,133000.0,clean,automatic,KNDJT2A64D7766711,fwd,hatchback,silver,8.0
50990,ford,f150supercrewcabplatinum,good,6 cylinders,gas,34413.0,clean,other,1FTEW1E49KFC48141,4wd,pickup,black,2.0
38990,chevrolet,expresscommercialcutaway,good,8 cylinders,gas,134000.0,clean,automatic,1GB6G5CG6D1136715,rwd,truck,white,8.0
36990,toyota,4runnersr5sportutility,good,6 cylinders,gas,33909.0,clean,other,JTEBU5JR6K5679412,4wd,other,black,2.0
14999,dodge,journey,excellent,4 cylinders,gas,75524.0,clean,automatic,3C4PDCAB6HT559409,fwd,SUV,grey,4.0
30990,gmc,canyoncrewcabslepickup,good,6 cylinders,gas,51605.0,clean,other,1GTG6CE34G1115349,4wd,pickup,silver,5.0
36590,chevrolet,camarosscoupe2d,good,8 cylinders,gas,14020.0,clean,other,1G1FE1R76H0165878,rwd,coupe,blue,4.0
31995,bmw,5series540i,good,6 cylinders,gas,46003.0,clean,automatic,WBAJE5C58JG917641,rwd,sedan,white,3.0
5100,honda,civic,excellent,4 cylinders,gas,135000.0,clean,manual,2HGFA1E52AH543236,fwd,sedan,red,11.0
42990,toyota,tundracrewmaxlimited,good,8 cylinders,gas,36165.0,clean,automatic,5TFHY5F13HX607828,4wd,pickup,white,4.0
40990,chevrolet,camarosscoupe2d,good,8 cylinders,gas,14139.0,clean,other,1G1FF1R7XK0148005,rwd,coupe,black,2.0
12995,chevrolet,cruzelt,like new,4 cylinders,gas,61127.0,clean,automatic,1G1BE5SM0G7266569,fwd,sedan,silver,5.0
7995,nissan,murano,excellent,6 cylinders,gas,129025.0,rebuilt,automatic,JN8AZ18W19W110403,4wd,SUV,silver,12.0
38990,jeep,wranglerunlimitedrubicon,good,6 cylinders,gas,20676.0,clean,other,1C4BJWFG3HL547853,4wd,other,red,4.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0
26590,infiniti,gg37convertible2d,good,6 cylinders,gas,38468.0,clean,automatic,JN1CV6FEXDM771605,rwd,other,black,8.0
25000,nissan,roguesport,like new,4 cylinders,gas,8100.0,lien,automatic,JN1BJ1CV2LW256860,fwd,SUV,silver,1.0
8990,ford,taurussel4drsedan,like new,6 cylinders,gas,108000.0,clean,automatic,1FAHP2E82DG120930,fwd,sedan,grey,8.0
27400,gmc,yukonxl,excellent,8 cylinders,gas,150595.0,clean,automatic,1GKS2HKC5FR122371,4wd,SUV,white,6.0
17999,infiniti,qx60,excellent,6 cylinders,gas,64007.0,clean,automatic,5N1AL0MN1EC535602,fwd,SUV,white,7.0
8700,kia,soul,excellent,4 cylinders,gas,86524.0,clean,manual,KNDJT2A14B7294284,fwd,wagon,silver,10.0
12750,jeep,grandcherokee,excellent,6 cylinders,gas,136660.0,clean,automatic,1J4RS4GGXBC658383,rwd,SUV,silver,10.0
28795,toyota,rav4,excellent,4 cylinders,gas,29164.0,clean,automatic,2T3J1RFV2LC082615,4wd,SUV,grey,1.0
5995,dodge,caliber,good,4 cylinders,gas,60652.0,clean,automatic,1B3CB5HA3BD204550,fwd,hatchback,black,10.0
11900,buick,enclaveleather,excellent,6 cylinders,gas,98000.0,clean,automatic,5GAKRCED0CJ404492,fwd,other,custom,9.0
21995,ram,3500,good,6 cylinders,diesel,154735.0,clean,automatic,3D7LX38C86G104030,4wd,truck,blue,15.0
34995,ford,f1504x4,like new,6 cylinders,gas,57765.0,clean,automatic,1FTEW1EG3FFB99082,4wd,pickup,grey,6.0
10995,subaru,outback,excellent,4 cylinders,gas,112172.0,clean,automatic,4S4BRBKCXD3239881,4wd,wagon,green,8.0
34590,chevrolet,silverado1500double,good,6 cylinders,gas,29499.0,clean,other,1GCVKREH6GZ228691,4wd,pickup,silver,5.0
30800,chevrolet,corvette,like new,8 cylinders,gas,19428.0,clean,manual,1G1YY26U575112283,rwd,coupe,yellow,14.0
34990,ford,mustanggtpremium,good,8 cylinders,gas,18650.0,clean,other,1FATP8FF5J5115190,rwd,other,black,3.0
