price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age,estimate_msrp
21500,subaru,forester25ipremium,excellent,4 cylinders,gas,36000.0,clean,automatic,JF2SJAEC7HH530849,4wd,SUV,green,4.0,30000.0
21990,chrysler,pacificatouringl,good,6 cylinders,gas,20941.0,clean,other,2C4RC1BG8HR796612,fwd,van,silver,4.0,34800.0
8995,chevrolet,cruze,good,4 cylinders,gas,86449.0,clean,automatic,1G1BE5SM3G7323590,fwd,sedan,silver,5.0,19900.0
36900,mercedes-benz,slclass,excellent,8 cylinders,gas,29984.0,clean,automatic,WDBSK71F09F152898,rwd,convertible,black,12.0,101000.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,61000.0
30900,chevrolet,silverado1500,excellent,8 cylinders,gas,113000.0,clean,automatic,3GCUKREC2FG287865,4wd,truck,red,6.0,38500.0
10800,hyundai,accent,excellent,4 cylinders,gas,54696.0,clean,automatic,KMHCT5AE8HU326236,fwd,sedan,red,4.0,15500.0
8350,subaru,foresterx,good,4 cylinders,gas,117926.0,clean,automatic,JF2SH6BC5AH792016,4wd,SUV,blue,11.0,24300.0
11156,ford,fiesta,good,4 cylinders,gas,32219.0,clean,automatic,3FADP4EJ1JM132792,fwd,hatchback,black,3.0,16600.0
32484,ford,mustang,excellent,8 cylinders,gas,60777.0,clean,manual,1FA6P8CF8H5246545,rwd,coupe,blue,4.0,42100.0
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0,44800.0
10900,cadillac,cts,excellent,6 cylinders,gas,112000.0,clean,automatic,1G6DA5EY3B0109066,fwd,sedan,black,10.0,34600.0
6850,ford,escape,excellent,4 cylinders,gas,166188.0,clean,automatic,1FMCU0GX7DUB80253,fwd,SUV,green,8.0,24700.0
11950,honda,ridgeline,excellent,6 cylinders,gas,123000.0,clean,automatic,2HJYK16447H534763,4wd,SUV,silver,14.0,29800.0
23900,ram,3500,excellent,8 cylinders,gas,147687.0,clean,automatic,3C63R3GJ2FG572783,4wd,truck,white,6.0,40000.0
19995,toyota,sienna,good,6 cylinders,gas,100650.0,clean,automatic,5TDYZ3DC7HS810748,fwd,mini-van,black,4.0,36000.0
7999,chevrolet,cruze,excellent,4 cylinders,gas,67235.0,clean,automatic,1G1PC5SB6D7223599,fwd,sedan,red,8.0,19400.0
11990,gmc,terrain,good,4 cylinders,gas,139059.0,clean,automatic,2GKALNEK4G6313321,fwd,SUV,black,5.0,28900.0
12800,lexus,ls460luxurysedan,excellent,8 cylinders,gas,153000.0,clean,automatic,JTHBL5EF3A5100557,rwd,sedan,black,11.0,66000.0
22995,nissan,rogue,excellent,4 cylinders,gas,39663.0,clean,automatic,KNMAT2MV1LP508518,4wd,SUV,silver,1.0,28430.0
17900,hyundai,genesis,excellent,6 cylinders,gas,89900.0,clean,automatic,KMHGN4JE6GU111295,4wd,sedan,black,5.0,49900.0
11500,toyota,tacomaprerunner,excellent,6 cylinders,gas,200204.0,clean,automatic,5TEKU72N45Z061339,rwd,truck,white,16.0,22100.0
16500,ford,explorer,excellent,6 cylinders,gas,106600.0,clean,automatic,1FM5K8D81EGC12723,4wd,SUV,grey,7.0,38500.0
33186,jeep,wranglerjk,excellent,6 cylinders,gas,26339.0,clean,automatic,1C4HJWDGXJL811878,4wd,SUV,silver,3.0,33995.0
38900,chevrolet,silverado2500hd,excellent,8 cylinders,diesel,132000.0,clean,automatic,1GC1KYC84CF110727,4wd,truck,silver,9.0,55385.0
21995,jeep,wrangler,excellent,6 cylinders,gas,106377.0,clean,automatic,1C4AJWAG0EL245211,4wd,SUV,white,7.0,27600.0
11988,chrysler,300,good,6 cylinders,gas,97025.0,clean,automatic,2C3CCAAG2DH732853,rwd,sedan,black,8.0,30000.0
31250,gmc,yukonxl,excellent,8 cylinders,gas,108981.0,clean,automatic,1GKS2HKC7FR188954,4wd,SUV,black,6.0,59000.0
29900,gmc,yukon,good,8 cylinders,gas,91665.0,clean,automatic,1GKS2AKC3FR526714,4wd,SUV,white,6.0,51995.0
9500,mitsubishi,outlandersportes,excellent,4 cylinders,gas,93000.0,clean,automatic,4A4AP3AU6EE019058,fwd,SUV,black,7.0,19995.0
36990,jeep,wranglerunlimitedallnew,good,6 cylinders,gas,27616.0,clean,other,1C4HJXDG6JW253712,4wd,other,blue,3.0,38500.0
41990,ford,mustanggtcoupe2d,good,8 cylinders,gas,561.0,clean,other,1FA6P8CFXL5169606,rwd,coupe,white,1.0,42610.0
20490,jeep,compass,excellent,4 cylinders,gas,25256.0,clean,automatic,3C4NJDBB6JT180713,4wd,SUV,grey,3.0,30700.0
33995,ford,f250sd,excellent,8 cylinders,gas,89200.0,clean,automatic,1FD7X2B64GED16212,4wd,truck,white,5.0,42500.0
8995,toyota,corolla,excellent,4 cylinders,gas,60211.0,clean,automatic,1NXBU4EE7AZ294723,fwd,sedan,brown,11.0,16000.0
28990,bmw,m3convertible2d,good,8 cylinders,gas,70703.0,clean,other,WBSDX9C57CE785089,rwd,other,silver,9.0,61400.0
46990,chevrolet,corvettestingray,good,8 cylinders,gas,16966.0,clean,other,1G1YA3D74E5119018,rwd,other,white,7.0,54900.0
7495,ford,focus,good,4 cylinders,gas,130000.0,clean,automatic,1FADP3J20DL362404,fwd,sedan,silver,8.0,24100.0
31700,toyota,tacomasr5,excellent,6 cylinders,gas,29567.0,clean,automatic,3TMBZ5DN9JM016391,rwd,pickup,black,3.0,33500.0
11997,lincoln,towncarlimousine,good,8 cylinders,gas,76286.0,clean,automatic,1L1FM88WX5Y656539,fwd,other,white,16.0,45780.0
9900,ford,fusion,good,4 cylinders,gas,96903.0,clean,automatic,3FA6P0H73DR183008,fwd,sedan,purple,8.0,22000.0
13845,lincoln,mkx,excellent,6 cylinders,gas,158133.0,clean,automatic,2LMTJ8LR9GBL61481,4wd,SUV,black,5.0,48475.0
28590,lexus,es350sedan4d,good,6 cylinders,other,14711.0,clean,other,58ABK1GG0HU069176,fwd,sedan,white,4.0,39900.0
26998,gmc,acadia,excellent,6 cylinders,gas,55782.0,clean,automatic,1GKKRSKD4HJ273866,fwd,SUV,white,4.0,41100.0
14900,infiniti,q50awd,excellent,6 cylinders,gas,49000.0,salvage,automatic,JN1BV7AR5EM704651,4wd,sedan,blue,7.0,41700.0
24424,chevrolet,silverado1500lt4wd,good,8 cylinders,other,155795.0,clean,automatic,3GCPKSE78DG197575,4wd,pickup,silver,8.0,38500.0
30800,chevrolet,corvette,like new,8 cylinders,gas,19428.0,clean,manual,1G1YY26U575112283,rwd,coupe,yellow,14.0,55000.0
39590,ram,1500crewcabbighorn,good,6 cylinders,gas,22154.0,clean,other,1C6RRFFG4KN755640,4wd,pickup,red,2.0,40200.0
18900,honda,crv,excellent,4 cylinders,gas,80751.0,clean,automatic,2HKRW6H37HH219673,4wd,SUV,blue,4.0,30500.0
14800,ram,1500tradesman4x4,excellent,6 cylinders,gas,146762.0,clean,automatic,3C6JR7DG9FG643811,4wd,pickup,red,6.0,31000.0
28850,audi,s5,excellent,6 cylinders,gas,76970.0,clean,automatic,WAUCGAFR3FA039010,4wd,coupe,black,6.0,63000.0
24999,chevrolet,1500silverado,new,8 cylinders,gas,69386.0,clean,automatic,3GCPKSE79DG239977,4wd,pickup,grey,8.0,42000.0
61000,bmw,m4convertible,like new,6 cylinders,gas,5600.0,lien,automatic,WBS4Z9C5XJED22390,rwd,convertible,white,3.0,68400.0
11900,cadillac,ctssedan,good,6 cylinders,gas,91679.0,clean,automatic,1G6DG5EY3B0116968,4wd,sedan,silver,10.0,38450.0
11995,kia,sorento,good,4 cylinders,gas,125147.0,clean,automatic,5XYKT3A6XFG596371,rwd,SUV,white,6.0,23900.0
7999,pontiac,grandprix,excellent,6 cylinders,gas,104825.0,clean,automatic,2G2WR554561174432,fwd,sedan,blue,15.0,21995.0
30590,jeep,wranglerrubiconsport,good,6 cylinders,gas,59322.0,clean,other,1C4BJWCGXGL165497,4wd,SUV,black,5.0,38500.0
5500,ford,mustanggtpremium,good,8 cylinders,gas,150000.0,lien,manual,1ZVHT82H285196031,rwd,coupe,black,13.0,28795.0
38990,dodge,chargerrtscatpack,good,8 cylinders,gas,14706.0,clean,other,2C3CDXGJ8JH147905,rwd,sedan,red,3.0,42900.0
6995,mercury,grandmarquis,excellent,8 cylinders,gas,71597.0,clean,automatic,2MEHM75W04X654726,rwd,sedan,blue,17.0,31710.0
19995,ram,1500,excellent,6 cylinders,diesel,104281.0,clean,automatic,1C6RR7SM5FS719089,4wd,truck,grey,6.0,40500.0
14950,lexus,gx470,good,8 cylinders,gas,106941.0,clean,automatic,JTJBT20X430018043,4wd,SUV,blue,18.0,51500.0
44990,ram,5500,good,6 cylinders,diesel,80733.0,clean,automatic,3C7WRNFL3FG705901,4wd,truck,white,6.0,56600.0
6888,hyundai,elantraglspzev,good,4 cylinders,gas,126037.0,clean,automatic,KMHDU4AD2AU028385,fwd,sedan,silver,11.0,15800.0
48999,ram,3500laramielonghorn4x4,excellent,6 cylinders,diesel,83595.0,clean,automatic,3C63D3FL6CG229777,4wd,truck,white,9.0,54000.0
10995,kia,optima,excellent,4 cylinders,gas,105700.0,clean,automatic,5XXGN4A68CG077213,fwd,sedan,custom,9.0,22000.0
24995,chevrolet,silverado1500,excellent,8 cylinders,gas,117407.0,clean,automatic,1GCPKSE79CF185564,4wd,truck,grey,9.0,38500.0
41990,toyota,4runnerlimitedsport,good,6 cylinders,gas,36630.0,clean,other,JTEBU5JR6K5659628,4wd,SUV,white,2.0,43000.0
9950,nissan,versa,like new,4 cylinders,gas,18631.0,clean,manual,3N1CN7APXHL883822,fwd,sedan,white,4.0,12000.0
5500,jeep,patriotsport4x4,good,4 cylinders,gas,153000.0,clean,automatic,1C4NJRBBXDD249040,4wd,SUV,grey,8.0,24500.0
9900,ford,expedition,excellent,8 cylinders,gas,139109.0,clean,automatic,1FMJU1K5XAEA29853,rwd,SUV,black,11.0,60580.0
34990,lexus,rx350sportutility4d,good,6 cylinders,gas,12250.0,clean,other,2T2ZZMCA5HC061706,fwd,other,red,4.0,41500.0
32995,toyota,tacoma,excellent,6 cylinders,gas,68564.0,clean,automatic,3TMLU4ENXFM165041,4wd,pickup,white,6.0,33500.0
23388,jeep,wrangler,excellent,6 cylinders,gas,136875.0,clean,automatic,1C4HJWEG3DL705047,4wd,offroad,black,8.0,36000.0
53800,ford,f350xltlariat,like new,8 cylinders,diesel,83647.0,clean,automatic,1FT8W3DTXHED17919,4wd,truck,silver,4.0,62150.0
44995,ford,superdutyf450drw,excellent,8 cylinders,diesel,195696.0,clean,automatic,1FT8W4DT2HEF08871,4wd,pickup,white,4.0,76200.0
22995,chevrolet,camarosscoupe2d,excellent,8 cylinders,gas,101172.0,clean,automatic,2G1FH1EJ7F9256962,rwd,coupe,black,6.0,34000.0
6795,dodge,journeysxt,excellent,6 cylinders,gas,120500.0,clean,automatic,3C4PDCBGXCT214239,fwd,SUV,white,9.0,22790.0
2999,honda,element,excellent,4 cylinders,gas,276650.0,clean,automatic,5J6YH28514L013538,4wd,SUV,green,17.0,24600.0
38590,ram,1500crewcabbighorn,good,6 cylinders,gas,28556.0,clean,other,1C6RRFFGXKN695394,4wd,pickup,white,2.0,44500.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0,36500.0
26750,chevrolet,corvette,good,8 cylinders,gas,50456.0,clean,automatic,1G1YY26U065108429,rwd,coupe,grey,15.0,50000.0
24590,dodge,challengersxtcoupe2d,good,6 cylinders,gas,43062.0,clean,other,2C3CDZGGXKH688262,rwd,coupe,orange,2.0,30490.0
36590,buick,enclaveessencesport,good,6 cylinders,gas,3993.0,clean,other,5GAERBKW4LJ317921,fwd,other,white,1.0,41300.0
8900,toyota,camrysolara,good,6 cylinders,gas,104000.0,clean,automatic,4T1FA38P56U105379,fwd,convertible,black,15.0,24600.0
7888,mazda,mazda2sport,excellent,4 cylinders,gas,52095.0,clean,automatic,JM1DE1KY5E0178487,fwd,hatchback,white,7.0,15550.0
29995,ford,f250,excellent,8 cylinders,gas,60705.0,clean,automatic,1FD7X2B6XBEC97822,4wd,van,white,10.0,32000.0
8429,honda,odysseytouring,excellent,6 cylinders,gas,130840.0,clean,automatic,5FNRL3H93AB110403,fwd,mini-van,white,11.0,36325.0
14995,chevrolet,silverado2500hd4x4,excellent,8 cylinders,gas,121035.0,clean,automatic,1GCHK24U17E120649,4wd,truck,white,14.0,36400.0
12500,gmc,yukonxl,excellent,8 cylinders,gas,197444.0,clean,automatic,1GKS2MEF6BR138569,4wd,SUV,white,10.0,70955.0
13950,gmc,terrainsltv6awd,excellent,6 cylinders,gas,46000.0,clean,automatic,2GKFLVE37D6378674,fwd,SUV,red,8.0,30400.0
12980,chevrolet,camaro,good,6 cylinders,gas,130182.0,clean,automatic,2G1FB1ED7B9115718,rwd,coupe,red,10.0,24800.0
37990,dodge,challengerrtscatpack,good,8 cylinders,gas,22869.0,clean,other,2C3CDZFJ6JH269367,rwd,coupe,silver,3.0,39300.0
13900,jeep,wranglerunlimited,excellent,6 cylinders,gas,171117.0,clean,automatic,1J4BA5H13BL507308,4wd,SUV,silver,10.0,35000.0
4500,pontiac,grandprix,good,6 cylinders,gas,151413.0,clean,automatic,1G2WP52K42F145225,fwd,sedan,silver,19.0,24500.0
21995,chevrolet,equinox,excellent,6 cylinders,gas,31954.0,clean,automatic,2GNAXUEV2L6108215,4wd,SUV,grey,1.0,31000.0
8995,toyota,priushybrid,good,4 cylinders,hybrid,111096.0,clean,automatic,JTDKN3DU8B1369436,fwd,hatchback,grey,10.0,24000.0
9700,chrysler,crossfireconvertible,excellent,6 cylinders,gas,78557.0,clean,manual,1C3AN65L86X067865,rwd,convertible,red,15.0,30930.0
33590,lexus,gs350sedan4d,good,6 cylinders,gas,30814.0,clean,automatic,JTHBZ1BLXJA012999,rwd,sedan,white,3.0,52800.0
10000,ford,f150,excellent,8 cylinders,gas,189900.0,clean,automatic,1FTFW1CVXAFB95206,rwd,pickup,silver,11.0,27700.0
10995,chevrolet,equinoxlt,good,4 cylinders,gas,107509.0,clean,automatic,2GNALBEK6E6311911,fwd,SUV,grey,7.0,27200.0
29990,chevrolet,coloradocrewcabwork,good,6 cylinders,gas,11401.0,clean,other,1GCGTBEN7J1162712,4wd,pickup,red,3.0,37700.0
14900,kia,sportage,excellent,4 cylinders,gas,75546.0,clean,automatic,KNDPBCAC0G7864373,4wd,SUV,grey,5.0,26600.0
26900,ford,f3504wddrw1ownerrustfreetxtruck,excellent,8 cylinders,diesel,181046.0,clean,automatic,1FT8W3DT5CEB61233,4wd,truck,white,9.0,52700.0
9500,honda,crv,good,4 cylinders,gas,130750.0,clean,automatic,JHLRE4H33AC008515,4wd,SUV,black,11.0,24650.0
25590,jeep,grandcherokeelaredosport,good,6 cylinders,other,31315.0,clean,other,1C4RJFAG6HC633079,4wd,SUV,silver,4.0,34800.0
53900,gmc,sierra2500hd,excellent,8 cylinders,diesel,95000.0,clean,automatic,1GT12TE88GF140884,4wd,truck,red,5.0,55800.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,57800.0
21995,ford,superdutyf250,excellent,8 cylinders,diesel,114808.0,clean,automatic,1FTSW21PX6EA94415,4wd,pickup,green,15.0,38900.0
9995,ford,explorer,good,6 cylinders,gas,194500.0,clean,automatic,1FM5K7F83DGA82501,rwd,SUV,white,8.0,39800.0
6500,ford,fusion,excellent,4 cylinders,gas,126000.0,clean,automatic,3FA6P0HR4DR138970,fwd,sedan,white,8.0,22300.0
18500,ford,explorer,excellent,6 cylinders,gas,98792.0,clean,automatic,1FM5K7D86FGC58320,fwd,SUV,black,6.0,33500.0
12999,honda,accord,like new,4 cylinders,gas,47000.0,rebuilt,automatic,1HGCR2F30GA081541,fwd,sedan,blue,4.0,23000.0
17495,jeep,grandcherokee,excellent,6 cylinders,gas,140358.0,clean,automatic,1C4RJFBGXEC359539,4wd,SUV,red,7.0,39995.0
18900,chevrolet,equinox,excellent,4 cylinders,gas,13653.0,clean,automatic,2GNAXKEV0L6158406,fwd,SUV,white,1.0,26900.0
20498,volkswagen,tiguanse,good,4 cylinders,gas,50465.0,clean,automatic,3VV2B7AX4JM179117,4wd,SUV,grey,3.0,33500.0
32990,jeep,wranglerunlimitedsport,good,6 cylinders,gas,30041.0,clean,other,1C4BJWDG5HL705371,4wd,other,silver,4.0,36395.0
8999,acura,tl,excellent,6 cylinders,gas,144360.0,clean,automatic,19UUA66208A019147,fwd,sedan,white,13.0,32110.0
6995,mercury,grandmarquis,excellent,8 cylinders,gas,71597.0,clean,automatic,2MEHM75W04X654726,rwd,sedan,blue,17.0,34000.0
31990,ford,superdutyf250srw,good,8 cylinders,gas,101335.0,clean,automatic,1FDBF2B69DEB79406,4wd,truck,white,8.0,47000.0
13995,ford,escapesel4x4,excellent,4 cylinders,gas,76000.0,clean,automatic,1FMCU9H94DUD13569,4wd,SUV,black,8.0,29900.0
6900,chevrolet,silverado1500,good,8 cylinders,gas,193578.0,clean,automatic,2GCEC19TX41300378,rwd,truck,silver,17.0,26700.0
4490,dodge,avenger,excellent,4 cylinders,gas,142847.0,clean,automatic,1C3CDZAB6CN324166,fwd,sedan,blue,9.0,19995.0
35590,ford,mustangboss302coupe2d,good,8 cylinders,gas,33692.0,clean,other,1ZVBP8CU8D5249606,rwd,coupe,white,8.0,36000.0
13999,chevrolet,silverado1500,excellent,8 cylinders,gas,148054.0,clean,automatic,3GCEK23M99G196782,4wd,pickup,black,12.0,33500.0
23900,mercedes-benz,eclass,good,6 cylinders,gas,34356.0,clean,automatic,WDDHF5KB5EB008920,rwd,sedan,black,7.0,55000.0
70590,chevrolet,suburbanpremier,new,6 cylinders,diesel,5.0,clean,automatic,1GNSKFKT3MR293026,4wd,SUV,silver,0.0,80500.0
48995,chevrolet,suburban,excellent,8 cylinders,gas,21565.0,clean,automatic,1GNSKGKC6KR306645,4wd,SUV,black,2.0,59000.0
8995,subaru,impreza,good,4 cylinders,gas,121814.0,clean,automatic,JF1GPAR68CH240741,4wd,wagon,grey,9.0,23000.0
8600,toyota,prius,excellent,4 cylinders,hybrid,104000.0,clean,automatic,JTDKN3DU4B5336331,fwd,hatchback,red,10.0,24000.0
14499,dodge,grandcaravansxt,excellent,6 cylinders,gas,79509.0,clean,automatic,2C4RDGCG2CR334148,fwd,mini-van,black,9.0,23800.0
9950,ford,focus,like new,4 cylinders,gas,95000.0,clean,automatic,1FADP3K20DL139407,fwd,hatchback,white,8.0,19000.0
47990,chevrolet,tahoeltsportutility,good,8 cylinders,gas,34216.0,clean,other,1GNSKBKC1KR138450,4wd,other,white,2.0,60700.0
10970,chevrolet,malibult,good,4 cylinders,gas,80070.0,clean,automatic,1G1ZE5ST9GF311231,fwd,sedan,black,5.0,23600.0
27880,mercedes-benz,gle,good,6 cylinders,gas,59988.0,clean,automatic,4JGDA5JB0GA697908,rwd,SUV,black,5.0,60000.0
22500,chevrolet,equinoxlsawd,excellent,4 cylinders,gas,24842.0,clean,automatic,2GNAXSEV1K6134176,4wd,SUV,green,2.0,26900.0
28318,chrysler,pacifica,excellent,6 cylinders,gas,25525.0,clean,automatic,2C4RC1BG7LR130513,fwd,mini-van,silver,1.0,35995.0
24990,lexus,ls460sedan4d,good,8 cylinders,gas,51724.0,clean,automatic,JTHBL5EF0C5111700,rwd,sedan,black,9.0,72000.0
29990,chevrolet,blazer2ltsport,good,6 cylinders,gas,21462.0,clean,other,3GNKBCRS6KS694009,fwd,other,red,2.0,35500.0
9995,chevrolet,equinox,excellent,4 cylinders,gas,133552.0,clean,automatic,2GNALAEK7F6123863,fwd,SUV,black,6.0,24100.0
24785,infiniti,qx56,excellent,8 cylinders,gas,108259.0,clean,automatic,JN8AZ2NE7D9040236,4wd,SUV,custom,8.0,63500.0
40590,dodge,chargerrtscatpack,good,8 cylinders,gas,3071.0,clean,automatic,2C3CDXGJ6JH237053,rwd,sedan,red,3.0,40800.0
31990,ram,1500crewcabexpresspickup,good,8 cylinders,gas,15498.0,clean,other,3C6RR7KT2HG689972,4wd,pickup,silver,4.0,40500.0
33990,ram,1500crewcabtradesman,good,8 cylinders,gas,17033.0,clean,other,3C6RR7KT7HG794054,4wd,pickup,blue,4.0,37500.0
37900,chevrolet,silverado1500,excellent,8 cylinders,gas,23000.0,clean,automatic,1GCVKREC7JZ106854,4wd,truck,black,3.0,39100.0
32129,gmc,acadia,like new,6 cylinders,gas,42905.0,clean,automatic,1GKKNMLS4LZ114246,fwd,SUV,white,1.0,45000.0
38590,ford,f150supercrewcablariat,good,8 cylinders,other,41804.0,clean,other,1FTEW1EF4FFB55826,4wd,pickup,brown,6.0,48000.0
22995,toyota,highlanderxleawd,excellent,6 cylinders,gas,72886.0,clean,automatic,5TDBKRFHXGS296690,4wd,SUV,grey,5.0,42700.0
16500,honda,odyssey5drexl,excellent,6 cylinders,gas,47500.0,salvage,automatic,5FNRL5H67DB011461,fwd,mini-van,red,8.0,36000.0
3300,jeep,grandcherokeelimited4x4,excellent,8 cylinders,gas,201000.0,clean,automatic,1J4HR48N65C558337,4wd,SUV,silver,16.0,33175.0
22950,gmc,sierra1500,good,8 cylinders,gas,175141.0,clean,automatic,3GTP2WE7XDG152306,4wd,truck,black,8.0,38500.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,58000.0
22850,dodge,durango,excellent,8 cylinders,gas,80320.0,clean,automatic,1C4SDHCT7DC632693,rwd,SUV,grey,8.0,40500.0
4950,chevrolet,cruzelt,good,4 cylinders,gas,182351.0,clean,automatic,1G1PE5S96B7308544,fwd,sedan,silver,10.0,19695.0
8950,honda,accordsdn,excellent,4 cylinders,gas,140438.0,clean,automatic,1HGCP2F80CA151132,fwd,sedan,grey,9.0,25800.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,53300.0
17995,cadillac,xlr,excellent,8 cylinders,gas,95109.0,clean,automatic,1G6YV36A565601019,rwd,convertible,red,15.0,72000.0
13800,jeep,grandcherokeelaredo,excellent,6 cylinders,gas,130519.0,clean,automatic,1C4RJFAG6CC133299,4wd,SUV,brown,9.0,41500.0
8999,hyundai,accent,excellent,4 cylinders,gas,67972.0,clean,automatic,KMHCT4AE5EU693777,fwd,sedan,red,7.0,16995.0
26995,audi,q5premiumplusawd,excellent,4 cylinders,gas,68945.0,clean,automatic,WA1L2AFP6HA023722,4wd,SUV,black,4.0,48600.0
7226,dodge,avenger,excellent,4 cylinders,gas,96801.0,clean,automatic,1C3CDZAB1CN141032,fwd,sedan,silver,9.0,20000.0
23900,chevrolet,silverado3500hd,excellent,8 cylinders,gas,142566.0,clean,automatic,1GB3CYCG7FF682378,rwd,truck,white,6.0,33500.0
13991,ford,expedition,good,8 cylinders,gas,109000.0,clean,automatic,1FMJU1J53AEB57417,4wd,wagon,black,11.0,48700.0
41590,infiniti,qx80sportutility4d,good,8 cylinders,gas,32685.0,clean,other,JN8AZ2NF6H9644603,rwd,SUV,black,4.0,68000.0
65995,ford,superdutyf250srw,excellent,8 cylinders,diesel,66000.0,clean,automatic,1FT7W2BT8KEF16175,4wd,pickup,white,2.0,70630.0
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0,45700.0
17995,honda,odyssey,excellent,6 cylinders,gas,140000.0,clean,automatic,5FNRL5H93GB057352,fwd,van,red,5.0,36000.0
8995,subaru,tribeca,excellent,6 cylinders,gas,146484.0,clean,automatic,4S4WX92D294400685,4wd,SUV,grey,12.0,39200.0
9995,nissan,muranos,good,6 cylinders,gas,42947.0,clean,other,JN8AZ18U29W022376,fwd,SUV,brown,12.0,32000.0
2600,ford,focuszx4,good,6 cylinders,gas,139500.0,clean,manual,1FAFP38Z75W136498,fwd,sedan,red,16.0,15150.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0,36400.0
7995,jeep,grandcherokee,good,8 cylinders,gas,116691.0,clean,manual,1J4HR58276C358550,4wd,SUV,silver,15.0,38000.0
29990,jeep,wranglersportsuv2d,good,6 cylinders,gas,28680.0,clean,other,1C4AJWAG4HL704941,4wd,other,black,4.0,29995.0
20988,chevrolet,equinoxpremier,good,4 cylinders,gas,46081.0,clean,automatic,2GNALDEK1H1567323,fwd,other,white,4.0,30700.0
16995,jeep,wrangler,good,6 cylinders,gas,107780.0,rebuilt,automatic,1J4FA49S16P733638,4wd,SUV,black,15.0,23995.0
29590,chevrolet,blazer2ltsport,good,6 cylinders,gas,20656.0,clean,other,3GNKBCRS0LS647687,fwd,other,silver,1.0,33600.0
18500,jeep,grandcherokee,excellent,6 cylinders,diesel,116786.0,clean,automatic,1C4RJFJM4EC378739,4wd,SUV,white,7.0,60500.0
9975,jeep,compass,excellent,4 cylinders,gas,89491.0,clean,automatic,1C4NJDEB0ED500941,4wd,SUV,red,7.0,24500.0
14999,ford,flexse,excellent,6 cylinders,gas,56150.0,clean,automatic,2FMGK5B80FBA01175,fwd,SUV,blue,6.0,30995.0
26590,acura,rdxsportutility4d,good,6 cylinders,gas,15624.0,clean,other,5J8TB3H34JL013875,fwd,other,white,3.0,36000.0
38990,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,7653.0,clean,other,1FA6P8CF9L5130067,rwd,coupe,white,1.0,42500.0
14500,ford,f150,good,8 cylinders,gas,71911.0,clean,automatic,1FTPX12535NA53410,rwd,truck,red,16.0,28900.0
1000,chevrolet,malibu,like new,4 cylinders,gas,39000.0,clean,automatic,1G1ZD5ST7JF229718,fwd,sedan,grey,3.0,23500.0
14950,ford,explorerxlt4wd,excellent,6 cylinders,gas,129165.0,clean,automatic,1FM5K8D87DGC15284,4wd,SUV,grey,8.0,35800.0
3950,ford,taurus,good,6 cylinders,gas,84476.0,clean,automatic,1FAFP53204A193255,fwd,sedan,brown,17.0,17310.0
15990,audi,q5,good,6 cylinders,gas,128900.0,clean,automatic,WA1DGAFP7FA017494,4wd,SUV,brown,6.0,49500.0
37990,ram,1500crewcabbighorn,good,8 cylinders,gas,26610.0,clean,automatic,3C6RR7LTXJG197145,4wd,pickup,blue,3.0,38800.0
11495,hyundai,elantra,excellent,4 cylinders,gas,93208.0,clean,automatic,5NPD74LF6HH090130,fwd,sedan,red,4.0,18900.0
25990,chevrolet,silverado1500regular,good,8 cylinders,other,82140.0,clean,automatic,1GCNKREC1EZ373672,4wd,pickup,black,7.0,38500.0
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,52000.0
23300,jeep,wranglerunlimited,excellent,6 cylinders,gas,54985.0,rebuilt,automatic,1C4BJWDG4FL671047,4wd,SUV,green,6.0,28500.0
12475,chevrolet,malibulimited,excellent,4 cylinders,gas,23010.0,clean,automatic,1G11B5SA8GU103728,fwd,sedan,grey,5.0,22800.0
26388,ram,1500express,good,8 cylinders,gas,88488.0,clean,automatic,3C6RR6KT9GG382601,rwd,pickup,white,5.0,33500.0
6499,nissan,leaf,excellent,other,electric,83477.0,clean,automatic,1N4AZ0CP1DC416667,fwd,hatchback,blue,8.0,29900.0
38590,ram,1500crewcabbighorn,good,6 cylinders,gas,28556.0,clean,other,1C6RRFFGXKN695394,4wd,pickup,white,2.0,42125.0
